order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1974824,188798,prior,4,2,20,30.0
374681,52136,prior,89,4,15,1.0
2603782,73542,prior,91,0,18,0.0
1694056,103768,prior,2,0,15,30.0
1140391,53091,prior,1,0,7,
108245,100581,prior,9,2,14,16.0
149011,130741,prior,4,2,16,1.0
2379833,85073,prior,14,5,9,3.0
2115206,122817,prior,18,0,7,13.0
58600,13089,prior,13,4,16,6.0
2037261,59263,prior,14,0,9,7.0
3387716,141086,prior,13,0,11,4.0
3387337,171470,prior,50,1,12,14.0
357739,15627,prior,4,0,9,19.0
783417,184783,prior,6,3,17,5.0
2101802,203497,prior,26,2,12,12.0
671245,202845,prior,5,1,11,30.0
1740202,192596,prior,79,3,18,0.0
1247746,26418,prior,11,1,14,7.0
3079814,189425,prior,6,3,10,5.0
408211,158850,prior,2,0,10,22.0
3299159,20801,train,18,0,18,7.0
126783,34942,prior,12,6,13,30.0
2093240,172902,prior,47,5,10,8.0
834190,164927,prior,19,1,13,4.0
285836,88158,prior,1,5,13,
1190789,105676,prior,1,0,13,
2939061,171498,prior,11,5,11,4.0
1025797,125795,prior,40,4,12,7.0
1149147,91504,prior,18,0,15,6.0
2362267,95802,prior,20,5,13,1.0
2198055,57546,prior,34,2,22,21.0
496307,42678,prior,34,0,15,7.0
649827,132270,prior,19,3,17,4.0
392120,4153,prior,5,4,20,30.0
555880,80712,prior,4,0,14,30.0
1163843,117644,prior,2,1,17,30.0
652482,186574,prior,22,4,14,5.0
1226034,179950,prior,17,2,12,4.0
1214026,69723,prior,11,0,9,5.0
3183630,140244,prior,21,5,13,19.0
565392,68849,train,15,4,11,8.0
760275,8220,prior,13,6,9,2.0
291655,104094,test,4,6,11,30.0
2555000,94032,prior,16,3,11,0.0
2788299,18633,prior,8,0,11,12.0
3047982,196974,prior,1,1,9,
1635261,12587,prior,14,4,13,4.0
1470273,201460,prior,23,4,23,5.0
1655756,110633,prior,5,2,14,8.0
2207078,192035,prior,26,1,8,5.0
2694800,20907,prior,10,6,10,8.0
702964,45258,prior,29,3,13,4.0
2836833,86679,prior,41,4,12,7.0
1887098,43275,prior,24,1,14,7.0
1745874,131935,prior,5,3,12,13.0
2459642,34437,prior,1,2,8,
1764368,170895,prior,6,4,20,21.0
1327877,123195,prior,12,6,12,12.0
1630927,14590,prior,24,6,10,15.0
617599,163972,prior,50,4,11,3.0
2018191,125868,prior,20,5,5,19.0
1724694,22295,prior,16,5,19,9.0
2628921,1642,prior,8,4,16,6.0
1610126,186353,prior,14,1,10,7.0
1137514,135896,prior,1,4,9,
129585,5824,prior,8,6,11,8.0
763492,3531,prior,18,6,13,18.0
1727681,7709,prior,10,3,13,6.0
2265378,23159,prior,3,1,12,30.0
2731839,74533,prior,48,6,8,7.0
3144318,15471,prior,18,1,17,0.0
2994152,10309,prior,9,6,21,6.0
3155124,39445,prior,6,0,13,5.0
149427,53698,prior,17,5,15,6.0
748872,198638,prior,29,6,19,2.0
1384181,82923,prior,16,6,17,2.0
2383451,29261,prior,6,1,5,10.0
1906935,119037,prior,17,6,9,11.0
2971535,85974,prior,12,6,8,30.0
572650,121087,prior,50,6,13,4.0
1896096,10634,prior,9,1,11,30.0
1862969,49011,prior,1,0,20,
2449861,31445,prior,9,3,19,7.0
675433,80376,train,35,1,15,9.0
1968759,125064,prior,12,0,17,12.0
349913,143560,prior,22,0,11,4.0
2048703,89751,prior,17,4,11,16.0
1171173,140154,prior,26,6,20,5.0
53459,54287,prior,17,2,16,2.0
1397473,10973,prior,3,4,16,14.0
2162641,196464,prior,9,5,23,5.0
2978333,146770,prior,50,1,14,11.0
1874068,79237,prior,5,0,13,29.0
576755,24215,prior,12,3,10,14.0
1985935,145244,prior,29,5,20,1.0
2125100,194587,prior,78,0,13,6.0
1036786,154552,prior,3,1,1,29.0
1466460,72490,prior,3,2,10,1.0
2218095,113978,prior,7,5,16,3.0
1141101,153287,test,24,3,12,1.0
1774125,30465,prior,15,0,9,4.0
3290603,34215,prior,23,2,19,5.0
17896,99125,prior,52,4,14,10.0
2537300,185491,prior,6,0,13,3.0
193065,129606,prior,30,2,9,8.0
2268111,184468,prior,8,6,21,24.0
867680,25514,prior,12,0,7,7.0
216139,30066,prior,1,2,16,
3225601,106483,prior,40,6,10,2.0
1631165,124446,prior,15,4,18,3.0
509003,48804,prior,3,4,11,23.0
3099699,118417,prior,8,0,14,13.0
1325720,184067,prior,2,6,18,4.0
1612204,148975,prior,30,1,10,6.0
2107842,15615,prior,2,5,12,30.0
301635,65416,prior,9,4,17,21.0
1617748,164810,prior,3,6,18,30.0
2593797,186979,prior,8,6,12,11.0
1364397,30456,prior,1,5,16,
568991,156574,prior,4,4,12,8.0
116125,144816,prior,2,0,6,1.0
676833,11334,prior,49,3,12,1.0
2822859,203399,prior,51,0,15,14.0
244629,163670,prior,18,6,13,7.0
793591,5017,prior,23,2,11,9.0
3290077,50820,prior,1,0,19,
2376509,46513,prior,12,4,13,10.0
2999040,174173,prior,54,1,10,13.0
1676938,173138,prior,40,3,13,9.0
1865958,2139,prior,6,4,21,30.0
1054712,30444,prior,9,5,14,14.0
3171138,48526,prior,11,0,18,4.0
3420968,155901,prior,50,0,0,6.0
581011,6901,prior,40,2,14,8.0
2827987,180271,prior,10,3,16,2.0
178874,6738,prior,16,1,13,9.0
3324459,103593,prior,41,4,17,6.0
300464,100155,prior,34,1,19,3.0
3292465,87240,prior,23,1,11,10.0
2988757,84112,prior,3,1,16,11.0
2369030,20491,prior,2,1,14,30.0
3062564,34752,prior,4,0,20,22.0
1292722,42702,prior,9,6,14,5.0
1376516,87152,prior,2,0,6,30.0
834642,16547,train,4,4,13,20.0
3182390,119994,prior,98,5,8,2.0
1260745,149785,prior,15,6,15,6.0
2948201,95749,prior,2,4,12,19.0
1097423,163837,prior,24,1,9,3.0
685662,170231,prior,3,2,11,29.0
512789,42120,prior,18,5,12,30.0
2562993,120517,prior,1,5,13,
2832343,152614,prior,20,3,9,14.0
2477479,10157,prior,5,6,14,5.0
44742,68169,prior,18,2,7,4.0
787549,105434,prior,6,2,10,5.0
1653611,24096,prior,52,5,17,4.0
814063,160968,prior,2,6,11,30.0
2260501,162674,prior,38,5,11,3.0
2302616,68877,prior,2,1,16,12.0
1272927,71205,prior,27,3,14,3.0
1771202,48107,test,4,6,20,6.0
2853670,93178,prior,16,5,15,2.0
1895472,168286,prior,34,3,11,6.0
1465800,37511,prior,6,3,17,30.0
3245179,205917,prior,2,4,11,14.0
2431039,118424,prior,4,5,12,25.0
1804352,72913,prior,4,0,22,30.0
2152733,176238,prior,14,0,15,6.0
198289,71575,prior,4,6,12,6.0
760126,125545,prior,30,6,9,3.0
473180,179561,prior,48,4,8,8.0
1263493,121497,prior,1,2,14,
3384037,163653,prior,4,0,17,5.0
1681658,133620,test,14,6,16,4.0
112827,139399,prior,53,6,10,5.0
1495472,38847,prior,4,6,18,4.0
2178482,43192,prior,18,0,16,6.0
772390,133457,prior,17,3,11,7.0
1117362,81985,prior,14,0,14,5.0
3365147,120249,prior,11,3,9,1.0
2044200,17954,prior,23,0,17,5.0
334213,152295,prior,13,6,14,8.0
2558842,139211,prior,14,0,15,8.0
667996,112685,prior,32,0,11,8.0
2688256,32465,prior,6,0,23,15.0
2683725,37749,prior,7,1,9,7.0
1631994,145824,prior,27,6,15,2.0
1094134,103742,prior,56,6,8,4.0
1427261,97501,prior,9,0,11,5.0
201495,55395,prior,1,3,20,
166770,92053,prior,3,2,19,12.0
2182943,69732,prior,2,1,11,13.0
1101349,143184,prior,17,0,11,7.0
1187861,40788,prior,4,0,12,13.0
937132,66640,prior,47,5,13,6.0
1873787,100687,prior,25,5,13,3.0
2090191,2498,prior,4,0,22,11.0
2108921,79977,train,9,1,14,19.0
2665599,187001,prior,53,0,6,17.0
3381873,106487,prior,24,1,17,10.0
1593108,164275,prior,12,4,10,3.0
1424017,88045,prior,6,1,8,7.0
2072942,167583,prior,5,5,10,30.0
71001,174328,prior,44,3,17,6.0
1880037,136072,prior,15,5,15,18.0
394916,117732,prior,9,0,11,3.0
1364172,136638,test,47,4,20,3.0
2023072,67831,prior,4,6,11,30.0
1481771,146521,prior,6,0,13,30.0
832808,37758,prior,6,4,19,0.0
2935158,12962,prior,5,1,15,2.0
1702172,116053,prior,12,5,15,13.0
2415448,131614,prior,5,3,19,8.0
1995182,1050,prior,10,6,11,2.0
2751356,181783,prior,11,3,10,12.0
500678,12573,train,26,6,7,15.0
1327164,110383,prior,12,0,11,6.0
1309369,30030,prior,35,0,21,0.0
860540,31674,prior,8,1,8,3.0
668078,177020,prior,8,6,15,13.0
1680673,32900,prior,4,1,12,29.0
2646246,161730,prior,19,3,13,20.0
153033,84232,train,4,0,10,30.0
149563,144692,prior,10,6,11,7.0
1144223,139925,prior,39,1,10,7.0
209238,13820,prior,7,5,12,9.0
2556933,91603,train,26,0,14,4.0
2688343,56331,prior,27,4,11,8.0
534483,83972,prior,12,1,12,25.0
2807532,107355,prior,12,2,12,23.0
3051663,124891,prior,1,0,14,
2979055,85802,prior,10,6,14,24.0
677964,91123,prior,30,1,15,15.0
3260705,182622,prior,14,1,9,6.0
2198081,107456,prior,16,5,9,11.0
3287200,204821,prior,22,6,14,2.0
2999620,199038,test,20,1,17,13.0
1558942,112295,prior,48,0,5,2.0
2199713,85641,prior,5,0,19,26.0
1890509,72612,prior,20,6,11,8.0
1197160,172977,prior,40,6,11,9.0
3058690,37533,prior,17,5,14,7.0
1320997,162256,prior,14,1,17,3.0
1543093,34460,prior,17,1,13,13.0
368285,155850,prior,20,5,10,5.0
1124818,173878,prior,2,2,14,30.0
2431682,161730,prior,27,1,11,12.0
1724386,45553,prior,10,5,15,7.0
3349639,80714,prior,12,1,7,30.0
2488090,160816,prior,10,4,11,13.0
3076137,156001,prior,18,3,17,4.0
2923237,129046,prior,6,0,9,14.0
3091729,93881,prior,23,1,12,7.0
1981077,126387,prior,6,6,13,21.0
2516211,158743,prior,9,0,13,22.0
3045888,70815,prior,2,1,19,8.0
2877811,180167,prior,11,4,18,6.0
901941,169298,prior,12,4,16,11.0
514378,57414,prior,12,6,11,20.0
719266,157587,prior,10,5,16,2.0
1903044,115867,prior,20,5,10,7.0
3191942,185115,prior,4,0,9,7.0
1707956,194453,prior,8,6,14,30.0
2996973,191259,prior,29,3,20,4.0
898732,81350,prior,90,6,10,5.0
355954,92638,prior,11,5,7,1.0
1309765,143991,prior,21,3,20,4.0
1173504,38793,prior,8,6,8,8.0
871142,175448,prior,5,2,19,7.0
1044651,56593,train,7,2,12,14.0
1046614,43979,prior,5,5,19,12.0
879116,127954,train,7,4,14,30.0
3365226,166550,prior,4,5,7,7.0
847946,152212,prior,1,1,11,
1458584,101908,prior,10,2,11,8.0
2932661,39252,prior,12,4,13,4.0
2082201,92521,prior,42,6,16,8.0
2553998,114856,prior,8,3,16,7.0
1309612,132277,prior,24,1,14,7.0
3152008,100420,prior,50,6,17,2.0
1270565,55254,train,8,1,12,9.0
174628,142806,prior,9,5,14,14.0
3277518,173485,prior,7,2,15,30.0
1723134,146381,prior,88,2,11,4.0
2592913,104988,prior,10,4,11,30.0
3044369,4347,prior,7,5,18,6.0
1691844,166230,prior,5,3,15,30.0
964275,152,prior,48,0,7,10.0
1326170,87990,train,11,5,15,30.0
2036381,66918,prior,36,2,14,3.0
2349378,195573,prior,93,3,17,3.0
3241952,41125,prior,28,6,9,6.0
3020392,33250,prior,14,4,19,5.0
3081499,176916,prior,27,6,12,22.0
122243,170248,prior,43,0,11,2.0
751322,97453,prior,12,5,8,5.0
1098184,195549,prior,16,3,18,26.0
1788700,156768,prior,44,5,17,1.0
2070593,108313,prior,7,0,16,7.0
2865582,31087,prior,36,3,10,2.0
607056,46936,prior,3,6,15,6.0
865922,102771,prior,2,1,10,7.0
1232959,55045,prior,4,2,12,30.0
781089,141520,prior,5,1,8,17.0
140702,85295,prior,4,0,17,7.0
753922,27360,prior,10,1,9,4.0
3184128,179190,prior,6,3,8,16.0
2353616,131460,prior,5,2,7,6.0
3285384,187305,prior,15,1,8,6.0
81814,152158,prior,35,2,11,2.0
2827072,150303,prior,14,0,16,4.0
2344282,167311,prior,13,2,15,8.0
1929710,201327,prior,2,1,10,9.0
2951999,166877,prior,7,0,10,30.0
2309018,44957,test,5,3,11,12.0
1001070,7663,prior,12,2,15,3.0
2997291,86407,prior,9,2,10,8.0
730416,133371,prior,5,2,10,30.0
890157,32110,prior,5,4,18,7.0
2840399,148406,prior,6,2,19,24.0
1713684,88100,prior,40,0,14,7.0
760648,180327,prior,55,3,11,11.0
2242746,119507,prior,5,1,13,30.0
1349420,186765,prior,5,1,10,0.0
2536791,17134,prior,9,5,16,2.0
66070,194533,prior,76,2,9,4.0
1022573,95375,prior,13,3,11,11.0
3354673,205261,prior,25,3,16,2.0
728150,184930,prior,1,5,10,
484788,51515,prior,1,3,7,
1917874,142214,prior,2,3,9,14.0
2346779,94945,prior,48,0,12,7.0
3173828,114320,prior,4,1,11,30.0
2811490,145799,prior,5,5,16,30.0
2878879,93273,prior,49,3,8,5.0
3043281,54397,prior,34,0,16,2.0
1618593,84037,prior,1,1,16,
2833081,123710,prior,14,5,22,5.0
919796,104764,train,66,4,15,0.0
1271332,80705,prior,13,1,19,5.0
1263641,170280,prior,66,0,12,16.0
2956454,168698,prior,12,3,12,7.0
2180614,183027,prior,13,5,12,5.0
1796390,37816,prior,5,6,11,13.0
2966436,204235,prior,13,0,15,5.0
48332,89665,prior,13,2,15,7.0
2027873,194364,prior,4,4,17,6.0
551672,193748,prior,85,2,16,3.0
524319,188655,prior,11,5,11,14.0
1882097,75309,prior,7,5,10,16.0
2795073,148222,prior,1,3,7,
3064247,60278,prior,8,0,14,26.0
3199512,98876,prior,14,4,18,1.0
1593803,43275,prior,25,0,17,6.0
2752793,108094,prior,10,6,13,7.0
760655,98248,prior,32,1,19,6.0
2699028,98479,prior,10,6,17,6.0
1286671,35143,prior,2,6,9,12.0
1834045,74140,prior,12,0,14,30.0
448907,122713,prior,30,4,16,4.0
2841877,61134,prior,4,1,16,10.0
594108,95130,prior,15,3,13,21.0
1335172,163669,prior,9,3,10,10.0
3329021,193482,test,4,5,14,30.0
2324231,188651,prior,5,0,17,0.0
381636,92493,prior,68,0,17,4.0
1744857,126115,test,4,6,8,10.0
2310248,167069,prior,5,2,9,4.0
2756680,148209,prior,41,3,13,7.0
1480680,30047,prior,28,4,15,3.0
3274838,178076,prior,10,1,15,22.0
947292,25193,prior,7,4,19,4.0
211623,42649,prior,8,5,17,12.0
1205635,21660,prior,10,4,7,6.0
2423340,38806,prior,24,3,21,7.0
2397291,114309,prior,8,5,10,16.0
2462768,53364,prior,6,4,14,6.0
364873,176212,prior,57,4,15,7.0
1764945,164570,prior,5,2,14,29.0
2832572,173605,prior,6,1,16,6.0
2938972,136840,prior,20,2,10,1.0
2819850,198228,prior,33,0,8,13.0
2684160,1705,prior,33,4,11,1.0
2858776,199951,prior,24,2,16,3.0
1579250,197328,prior,32,4,17,6.0
856518,50829,prior,8,2,9,4.0
1074793,145678,prior,39,6,6,6.0
1056943,41764,prior,4,3,11,14.0
2940537,154894,prior,4,4,13,30.0
1441920,59398,prior,72,5,10,1.0
305198,139574,test,14,3,10,17.0
778714,116002,prior,5,0,14,19.0
2513487,152300,prior,13,1,15,12.0
3006539,130331,prior,12,2,14,5.0
1760816,90001,prior,8,3,9,30.0
3271996,130285,prior,5,1,14,4.0
1099976,191984,prior,5,6,10,27.0
1676253,191007,train,54,0,23,5.0
235783,174135,prior,12,0,16,8.0
805049,57267,prior,9,6,6,11.0
2293332,31674,prior,96,2,11,4.0
2715106,110980,prior,63,5,11,4.0
233841,158435,train,38,5,11,5.0
550788,137736,prior,3,0,15,30.0
1950896,184194,prior,1,5,8,
3175929,62877,prior,70,3,8,10.0
2631023,6747,prior,6,5,18,6.0
38758,27952,prior,11,1,22,7.0
496833,31219,prior,4,2,12,12.0
2997526,148032,prior,5,4,6,30.0
1057407,80270,prior,12,6,8,7.0
495960,156473,prior,9,6,10,9.0
2659571,154057,prior,2,1,10,4.0
2206926,30907,prior,2,3,10,3.0
1699186,17338,prior,39,0,13,3.0
2295653,131249,prior,7,4,7,7.0
1959500,91003,prior,29,3,19,3.0
882533,60939,prior,20,0,7,7.0
3277011,171671,prior,40,0,14,3.0
1219371,151612,prior,35,0,18,4.0
881145,116443,test,12,0,14,30.0
1599602,97107,prior,6,1,15,10.0
995026,22249,prior,8,4,10,3.0
398375,104612,prior,29,0,14,11.0
608993,106549,prior,2,3,11,13.0
939065,163758,prior,48,4,8,3.0
2255171,52681,prior,2,0,13,28.0
2987296,48032,prior,13,2,12,6.0
2505724,844,prior,18,0,21,28.0
2694630,183927,prior,29,3,9,2.0
2442157,1142,prior,17,2,17,7.0
3298732,54169,prior,15,3,17,3.0
3344313,92187,prior,2,0,9,30.0
2801592,128379,prior,2,4,8,4.0
1910200,193188,prior,9,3,13,22.0
14564,70122,prior,6,2,9,5.0
1143317,120946,prior,1,4,16,
1114685,102629,prior,42,1,10,10.0
789453,44529,prior,8,0,11,30.0
428007,182510,prior,11,3,20,1.0
3088137,16175,prior,1,6,8,
1851180,85185,prior,27,1,14,0.0
1584637,101896,prior,7,1,13,30.0
1742072,162283,train,29,5,15,14.0
407635,198752,prior,19,4,14,6.0
415051,153280,prior,3,6,6,30.0
2826210,25107,prior,2,3,18,3.0
1083916,124806,prior,36,1,7,7.0
1383328,183232,prior,24,2,9,22.0
2567234,82213,prior,6,3,15,19.0
131778,8221,prior,15,0,19,2.0
2415722,18623,prior,22,0,20,1.0
2136953,159967,prior,33,1,21,1.0
1512821,111623,prior,85,2,10,6.0
702465,56750,prior,27,0,0,7.0
269220,17086,prior,25,2,12,4.0
3030752,150046,prior,2,2,10,6.0
2616702,168556,prior,10,3,12,9.0
2314016,119541,prior,22,5,20,4.0
3134350,152406,prior,39,5,21,2.0
491683,140460,prior,9,2,17,5.0
11016,153214,prior,12,5,18,23.0
1303416,126216,prior,10,1,23,8.0
281423,23012,prior,18,5,1,10.0
938010,37673,prior,4,0,17,6.0
531001,187790,prior,3,2,15,8.0
1044749,152864,prior,6,0,17,6.0
1704920,46847,prior,1,5,16,
1201366,123515,prior,46,1,20,7.0
2599522,69179,prior,8,4,6,30.0
1264786,180289,prior,29,0,9,8.0
1512761,64275,prior,32,1,22,7.0
706826,35896,prior,7,6,17,8.0
864036,51786,prior,2,6,23,7.0
3271011,86425,prior,32,3,10,2.0
2481913,30981,prior,5,3,0,8.0
1815383,40278,prior,91,4,20,2.0
530583,36325,prior,6,0,16,21.0
1830181,201906,prior,4,3,13,30.0
482632,101977,prior,3,6,10,7.0
2341340,28464,prior,8,3,16,1.0
3237874,79335,prior,23,3,16,4.0
226593,200858,prior,8,2,10,30.0
3144949,72975,prior,6,1,8,21.0
2378598,81491,prior,2,4,13,16.0
232896,126957,prior,11,4,23,9.0
3129164,199538,prior,3,0,16,29.0
1159667,117675,prior,2,2,10,5.0
951716,59365,prior,78,1,14,1.0
1204246,71673,prior,2,5,9,30.0
2484132,191648,prior,17,2,10,5.0
3207498,183393,prior,16,1,10,13.0
1751941,142304,prior,35,4,11,3.0
580424,89567,prior,22,3,9,3.0
1795733,121830,prior,2,0,22,5.0
2150549,47816,prior,2,4,9,13.0
2380005,198555,prior,47,2,17,3.0
2735085,92858,prior,6,2,22,4.0
3230929,198537,prior,5,0,14,14.0
3272727,146360,prior,61,1,18,4.0
2977076,8102,prior,4,6,11,11.0
832021,124428,prior,36,4,17,3.0
1760642,182010,prior,68,3,10,3.0
674431,160953,prior,11,4,13,3.0
1129471,76184,prior,29,6,12,10.0
861172,103136,test,5,5,5,8.0
1395170,172500,prior,28,0,9,5.0
539481,114623,prior,10,0,17,3.0
2526410,53147,prior,28,6,11,3.0
1262847,20338,prior,13,5,0,6.0
1642298,119021,prior,55,5,6,5.0
1939296,173258,prior,14,2,12,12.0
1324348,164173,prior,11,6,12,14.0
2955763,198267,prior,13,2,8,30.0
739387,14249,test,53,0,11,7.0
103331,132833,prior,17,1,18,11.0
2495246,121134,prior,1,3,15,
2274642,143109,prior,21,1,13,5.0
1163834,117557,prior,2,0,18,4.0
825793,191464,prior,12,5,20,11.0
3029844,195212,prior,5,2,23,7.0
1028724,98327,train,4,0,15,30.0
1196955,70671,prior,1,2,15,
3371845,17035,train,19,2,7,2.0
3083209,26954,prior,6,3,12,16.0
593121,103742,prior,27,1,10,2.0
743222,128397,prior,2,1,21,30.0
446328,54330,prior,10,1,18,3.0
1981363,116451,prior,11,0,13,30.0
2875066,178160,prior,16,4,16,4.0
540707,911,prior,36,3,10,2.0
3073262,55940,prior,16,1,12,4.0
1481573,21025,prior,7,0,14,5.0
2591192,142213,test,10,6,18,6.0
2806154,77224,test,38,0,8,6.0
1174696,188462,prior,23,4,10,8.0
2787748,185884,prior,9,4,14,30.0
1343323,147703,prior,2,1,21,1.0
2554432,152877,prior,96,0,21,1.0
1299940,61134,prior,41,4,18,6.0
359076,77107,prior,7,5,20,26.0
2337954,148589,prior,11,1,11,30.0
1179241,80647,prior,38,2,14,4.0
673725,33142,prior,61,5,10,4.0
321662,68279,prior,2,4,7,9.0
343700,73941,prior,32,3,8,16.0
1292871,197502,prior,26,0,13,9.0
2079817,21284,prior,3,4,16,6.0
2241921,117005,prior,10,5,13,21.0
2226481,111584,prior,2,0,7,14.0
3378817,47737,prior,12,2,7,2.0
763968,15196,prior,15,5,19,3.0
2649339,198550,prior,7,6,21,7.0
2372932,201101,prior,1,3,18,
2908777,161273,prior,3,1,18,9.0
1272961,76685,prior,30,0,13,12.0
3233375,70802,prior,31,0,18,10.0
1705660,141854,prior,20,1,11,13.0
52936,61795,prior,26,4,6,4.0
1049881,138687,prior,33,4,18,0.0
2220460,83659,test,66,6,19,5.0
2199033,72228,train,8,0,23,30.0
1075791,168967,prior,25,2,12,5.0
352953,106580,prior,13,1,11,5.0
1012449,29200,prior,50,1,12,5.0
2824429,84896,prior,5,6,20,6.0
2761502,116933,prior,8,2,20,30.0
2412139,22535,prior,7,0,13,14.0
590,198502,prior,31,4,18,7.0
914402,29504,prior,11,4,17,3.0
880077,49878,prior,36,1,11,1.0
2332437,189863,test,23,0,13,8.0
1498967,93910,prior,17,3,19,9.0
1084,131593,prior,41,0,12,7.0
595064,3194,prior,1,1,16,
1712597,64018,prior,11,2,11,30.0
1957184,90855,prior,2,1,16,7.0
613287,65236,prior,2,3,9,4.0
3067293,83893,train,12,2,14,30.0
81964,110935,prior,26,3,17,3.0
1657942,84500,prior,51,5,8,3.0
2960152,135127,test,10,3,9,30.0
30346,24609,prior,40,5,15,3.0
2238256,201256,prior,6,4,18,30.0
3162222,16146,prior,1,2,10,
2732801,25137,prior,11,6,12,15.0
2629044,184757,prior,2,2,16,30.0
1975227,153615,prior,5,1,13,30.0
2212405,136214,prior,13,4,15,4.0
655676,137020,prior,2,2,8,30.0
992154,108389,prior,7,0,10,2.0
658872,109468,prior,22,1,13,3.0
3075139,187483,prior,7,3,11,9.0
2678319,139829,prior,31,1,18,1.0
1301733,194232,prior,19,2,11,22.0
1766339,187489,prior,15,1,22,14.0
1949159,137331,train,8,1,11,24.0
1753138,52503,prior,3,0,11,30.0
2708708,116940,prior,4,3,14,3.0
1884030,35965,prior,38,0,12,3.0
2633249,175968,prior,27,5,15,2.0
1014143,77636,prior,27,1,18,6.0
590790,161943,prior,27,4,19,8.0
2487589,64226,prior,38,1,12,7.0
2443434,29797,prior,8,2,9,30.0
1521463,73429,prior,82,3,9,5.0
2831920,104185,prior,29,1,15,8.0
1483368,194449,prior,82,5,16,3.0
3327412,21627,prior,12,6,9,4.0
2015804,7987,prior,4,4,18,9.0
1112292,71884,prior,68,2,16,7.0
3261952,54095,prior,27,0,22,4.0
2087622,134678,prior,10,3,10,5.0
1353711,162871,prior,3,1,13,20.0
2135893,92566,prior,12,0,12,8.0
3039455,203407,prior,37,1,10,7.0
2594727,102861,prior,1,5,13,
1963161,173132,prior,65,2,8,7.0
2593190,202048,prior,7,2,11,20.0
1051305,109342,prior,13,4,18,2.0
1617281,202177,prior,14,3,11,7.0
1535986,186219,prior,4,4,15,2.0
2803073,192885,prior,24,6,13,16.0
1349150,167321,prior,9,1,20,1.0
2268236,27091,prior,4,0,22,5.0
21282,97408,prior,51,5,12,4.0
2999609,66164,prior,3,3,16,10.0
1049654,158771,train,33,3,8,8.0
2532579,165062,prior,70,5,15,3.0
3163117,162138,prior,48,5,14,5.0
1019016,42418,prior,5,1,9,8.0
3206228,145367,prior,16,1,12,22.0
864188,14388,prior,19,5,15,1.0
1594607,57388,prior,14,3,15,15.0
2222671,106568,prior,26,0,10,25.0
497385,97586,prior,7,5,14,30.0
1382404,185431,prior,38,5,12,7.0
1280142,172546,prior,8,1,12,6.0
653673,173937,prior,14,5,11,1.0
541184,124165,prior,1,6,21,
2931677,23941,prior,27,0,14,9.0
2457821,94495,train,17,6,18,14.0
2282829,4330,prior,2,4,16,15.0
743184,154202,prior,4,3,16,17.0
3057427,123746,prior,48,6,14,1.0
3404133,46792,prior,46,0,17,1.0
3015501,188093,prior,67,0,9,1.0
2453028,187742,prior,33,0,8,12.0
2623746,113283,prior,2,5,12,22.0
572497,146596,prior,2,6,9,27.0
426303,196060,prior,9,1,13,30.0
2543499,41085,prior,2,2,10,21.0
1858384,183114,train,15,1,15,6.0
2343162,130042,prior,13,2,16,3.0
1639528,169686,prior,4,2,11,21.0
2162143,74044,prior,1,2,20,
1509600,172088,prior,63,1,11,3.0
2029653,160613,prior,28,1,10,1.0
2214265,64041,prior,6,0,12,9.0
1502485,35075,prior,29,3,9,4.0
680157,46297,prior,5,5,11,1.0
266679,183760,prior,1,5,13,
1824693,91313,prior,11,1,9,18.0
607356,11190,prior,3,1,1,14.0
2379862,125514,prior,1,4,19,
2686616,53470,prior,2,1,13,30.0
2125677,147030,prior,10,6,17,20.0
1278285,128687,prior,94,0,14,5.0
405892,121299,prior,6,5,21,11.0
334330,40830,prior,9,4,10,13.0
1021139,12922,prior,11,2,22,3.0
1053337,108170,prior,44,2,7,5.0
2094728,109402,train,13,0,10,9.0
2009922,59209,train,26,5,18,30.0
1641265,65858,train,6,4,10,22.0
331388,116552,prior,4,1,9,7.0
1585228,152312,prior,3,0,11,13.0
3130925,185423,prior,11,2,18,14.0
165624,183041,prior,7,4,19,13.0
1890848,161209,prior,32,6,15,6.0
1937766,205051,prior,20,6,15,5.0
2492331,113078,prior,19,1,21,5.0
1594471,52844,prior,12,2,15,14.0
2701228,54369,prior,35,2,7,5.0
3401715,127988,prior,82,1,14,1.0
2892735,34738,prior,5,6,8,21.0
1441126,187470,test,23,1,20,16.0
2000485,81131,prior,16,3,8,15.0
3244854,92749,prior,26,3,10,3.0
1940543,100009,prior,3,0,16,20.0
347331,15182,prior,39,2,22,1.0
3286045,99212,prior,21,1,7,2.0
3131726,451,prior,11,4,13,15.0
598151,146504,prior,20,0,17,24.0
1836876,39522,prior,22,2,8,8.0
2112030,201629,prior,36,2,11,5.0
651343,106210,prior,5,0,11,14.0
362441,43666,prior,13,3,13,3.0
1643451,23891,prior,8,6,10,8.0
1273753,130521,prior,3,0,11,26.0
2517489,107503,prior,5,0,13,22.0
2067089,74896,prior,28,3,21,1.0
2140064,123940,prior,68,2,15,3.0
2813188,149909,prior,63,3,8,9.0
450296,127206,prior,40,0,18,2.0
141549,48337,train,22,0,11,8.0
2586701,105270,prior,19,2,8,15.0
3024270,75793,prior,28,1,14,27.0
1134927,98942,train,6,3,21,2.0
1726064,145596,prior,11,3,9,15.0
655856,96361,test,4,5,9,30.0
1266043,124085,prior,63,3,17,6.0
2160227,125626,prior,6,5,16,30.0
